sentence,is_related
"While Alcoholics Anonymous started small in 1935 by Bill Wilson and Dr. Bob Smith, it eventually grew to be the largest and most trusted recovery group around the world with regular meetings occurring in over 170 countries.",False
"Public Space Recycling A public space recycling program helps to increase recycling tonnage, save trees, and reduce air pollution and greenhouse gases.",False
"The first and most important idea behind lunar gardening is to use the waxing and waning phases as your guide.",False
"For purposes largely of publicity, because it was not really necessary, the Interior Department drafted a bill to authorize a rehabilitation program.",False
"The kubectl create command takes a YAML definition and instructs the master to start the controller.",False
"Computers are important here.",False
"Edgar Rice Burroughs, who would become very famous as a fiction writer, entered this world of pain of pleasure on September 7, 1875 in Chicago, Illinois.",False
"The modern pace of life makes very high demands on the quality of voice and data communications.",False
"The topics included in the Internet Safety and Financial Education for children, require computer laboratories, or at least a projector for the lectures.",False
"In infants, remember that signs of abdominal pain may include recurrent bouts of pulling the knees to the chest and crying.",False
"Ask about their experience, education and if they are active members in national or state landscape associations.",False
"The brain changes based on how it is used, so it is possible that acting in a partisan way prompts the differences.",False
"It also sets price controls and standards to regulate areas of the gas and electricity industry where competition is not effective.",False
"The most common form of glioma is astrocytoma, representing approximately one third of all gliomas.",False
"The leaders of Jerusalem DID NOT KNOW what would BRING PEACE.",False
"The name comes from the verdant and ecologically diverse vegetation encountered here and the numerous lagoons and lakes dotted along the coast.",False
"Administered by the California Energy Commission, these federal grants contributed to the energy efficiency goals of small cities and counties.",False
"They are a good source of protein and fiber.",False
"Vaccines not only protect the person who gets the shot but also prevent diseases from extending within communities, said Karen Lewis, medical director of the Immunization Program Office within the Arizona Department of Health Services.",False
"His father was a noted Brahmin scholar.",False
"The radiant heat of the exhaust produces enough heat to destroy the winding of the starter and solenoid.",False
