sentence,is_related
"Worse, although hailing from humble origins herself, she ignored the lonely struggle of the many hard-working women of Tunisia's urban and rural disenfranchised neighborhoods, of the activist women fighting against human rights violations, and of the daring female whistleblowers who elected to expose the regime's excesses and who were faced with intimidation and jail, or forced into exile.",False
"Between a tyrant and a prince there is this single or chief difference, that the latter obeys the law and rules the people by its dictates, accounting himself as but their servant.",False
"The name comes from the verdant and ecologically diverse vegetation encountered here and the numerous lagoons and lakes dotted along the coast.",False
"Fletcher's analysis of dispensationalism is interesting, if less charitable: With respect to the dispensationalist's millennium, Christ in His eschatology, is silent about a corporeal reign in a world power kingdom of Jewish supremacy for a thousand years with headquarters in Jerusalem AFTER His Second Advent.",False
"The topics included in the Internet Safety and Financial Education for children, require computer laboratories, or at least a projector for the lectures.",False
"A Norwegian polar explorer called Hjalmar Johansen was set to be one of the great explorers, but struggled with a drinking problem when he returned home.",False
"It is more important to think about a 5th Dimension than what the anti particle is because most theories predict anti gravity in the 5th dimension (or higher dimensions depending on whose model is used).",False
"More working parents have taken jobs as cashiers, maids, waiters and other low-wage jobs in fast growing sectors that offer fewer hours and benefits, according to The Working Poor Project, a privately funded effort aimed at improving economic security for low-income families.",False
"Ask about their experience, education and if they are active members in national or state landscape associations.",False
"The two triangles, for instance, into which a square is divided by a diagonal, do by themselves not necessarily belong to each other.",False
"And when they find out that their participation influenced the outcome, then they will have a sense of accomplishment that is no different from those citizens in democratic countries who have elected their own leaders.",False
"Although common to Gnosticism and other mystery religions, the Bible knows no such Charismatic concept of edification apart from understanding.",False
"Robert Oliphant's letter is interesting and illuminating.",False
"Engagement with predecessors and peers can also aid Trump's efforts.",False
"Also, stress can worsen the symptoms of OCD.",False
"The brain changes based on how it is used, so it is possible that acting in a partisan way prompts the differences.",False
"They wish to preserve traditional African drum and dance heritage and promote cultural understanding by educating audiences of all ages about African countries through language, music and movement for a better appreciation of diversity.",False
"Whether or not you want to buy one piece of furniture or to furnish a complete room, it requires some forethought and research.",False
"The action drew praise from lawmakers and food safety advocates.",False
"Students will become fluent in computational genomics and acquire an expert understanding of the immune system.",False
"To address these important challenges, IBM scientists in Zurich are reporting today in the peer-reviewed journal Lab on a Chip an innovative proof-of-concept technology called the microfluidic probe, which can accurately stain tissue sections at the micrometer scale.",False
"This comprehensive series of consumer education games deals players a variety of real-life math and economic situations, answering the question: Why do I need to learn this?",False
"Neither ACE nor individual teachers and administrators who understand the importance of climate change education can work in a vacuum, however.",False
"Indoor Air Quality Make sure your air quality is healthy for your family by having our specialist examine your HVAC system's humidity and filtration efficiency.",False
"Jesus, the Son of God, lived a perfect, sinless life for thirty three and one half years.",False
"BLOB and TEXT are string data types designed to store large amounts of data as either binary or character strings, respectively.",False
"The Laboratory welcomes and encourages productive working relationships with both government and nongovernment activities and is always willing to explore new and innovative ways of using the skills of others to enhance the Navy's combat readiness.",False
"It is an increasingly popular alternative to asking the court to make decisions about family issues.",False
"The study uses a broad range of measurements to rank the performance of over 5,000 graduate programs in 62 fields at 212 U.S. universities, including all of the major research universities.",False
"The Arkansas State Library strives to enrich the lives of Arkansans through programs and services that address the needs of targeted audiences with difficulties using a library.",False
"The leaders of Jerusalem DID NOT KNOW what would BRING PEACE.",False
"Death Records Ohio Death Guided Research Death records may include the birthdate or age of the deceased.",False
"Initially, most surveys involve sampling for temperature and relative humidity.",False
"The judging committee declared that Drell's well crafted study richly expands understanding of the ways a dominant family and kinship group could assimilate itself successfully in a world remote from its geographical origins.",False
"The Islamic Republic of Iran continues their attack on human rights violations, persecute political activists, sponsors of terrorism, refuse to recognize the State of Israel and continue to aspirate to create nuclear weapons.",False
"Rigorous penetration testing is essential, to guarantee user security within the Cloud.",False
"For purposes largely of publicity, because it was not really necessary, the Interior Department drafted a bill to authorize a rehabilitation program.",False
"We know that the water, in the example above, needs to be absorbed by the earth.",False
"Due to the low-power architecture of ARM chips, compatibility with Windows 7 applications isn't an option on Windows RT.",False
"Anonymity, Idealization and Projective Identification.",False
"Probability for the Elementary School, Teachers' Guide.",False
"Local landowners have also played a key role.",False
"During the summer tourism period thousands of tourists visit it every day.",False
"Sleep and Recuperation Time - This time is required for you to be healthy, alert, functional and attentive in all other areas.",False
"The Act on the Supervision of Financial reporting [Wet toezicht financiële verslaggeving] (Wtfv) came into effect on 31 December 2006.",False
"Satellite Launch Will Lead to Wider AT&T Coverage AT&T Mobility should achieve true nationwide coverage by the end of this year after it introduces a planned service that utilizes both satellite and cellular service.",False
"The most common form of glioma is astrocytoma, representing approximately one third of all gliomas.",False
"For decades, economists had devised policy prescriptions based on faulty assumptions of perfect competition, complete information, and, although it wasn't framed in these terms, zero transaction costs.",False
