sentence,is_related
"Glaciers carve deep valleys through the Southern Alps of New Zealand, leaving behind turquoise lakes in their wake.",True
"A solitary eagle soars above the Pyrenees, a silent witness to the majestic beauty and timelessness of the range.",True
"In Patagonia, the wind howls relentlessly, shaping the landscape into surreal forms of rock and ice.",True
"The trek through Patagonia offered breathtaking views of jagged peaks and crystal-clear lakes.",True
"Standing at the basecamp of Everest, climbers felt the frigid wind tug at their jackets.",True
"In the Swiss Alps, the snow-capped peaks gleamed under the midday sun, a serene paradise for skiers.",True
"They are a good source of protein and fiber.",False
"An 8-gigabyte iPod Nano holds more than 100,000 times as much data.",False
"Some pipes in the home can even be restored with pipe lining, preventing you from having to tear up the floor or walls.",False
"Bad reeds could be the cause for the reversion.",False
"His research interests include applying advanced signal processing algorithms to sensing applications.",False
"From 1864 to 1870 he was a member of the city government ( Board of Aldermen ) of Jersey City, where he served for three years as its president.",False
"The camera never lies, so we've been altering photographs to suit our needs since the invention of photography itself.",False
"The internet of things (IoT) makes it possible to connect municipal services to citizens in ways that enrich their lives – using data and connectivity to improve efficiency and quality of life.",False
"Many leaders appear to read their electorate as being more concerned about the dangers of renewed inflation than about unemployment levels, and the drag that joblessness places on recovery.",False
"This will help to create circulation and blood flow to the pores.",False
"About half of Nevada is experiencing extreme drought, according to the National Drought Mitigation Center, which recognizes only one level as more severe on its five-step scale.",False
"Although common to Gnosticism and other mystery religions, the Bible knows no such Charismatic concept of edification apart from understanding.",False
"Their total weight is nearly one quarter as much as that of the planet, and their gravitational pull as they orbit Shianshenka causes the planet to wobble wildy on its course around its double sun.",False
"The modern pace of life makes very high demands on the quality of voice and data communications.",False
"More working parents have taken jobs as cashiers, maids, waiters and other low-wage jobs in fast growing sectors that offer fewer hours and benefits, according to The Working Poor Project, a privately funded effort aimed at improving economic security for low-income families.",False
"In the most basic sense, division is the opposite of multiplication.",False
"BMI = body mass index (weight in kilograms divided by height in metres squared) aAge and BMI are presented as categorical variables for descriptive purposes only.",False
"It is an increasingly popular alternative to asking the court to make decisions about family issues.",False
"Much of the rest of this chapter details other freely available tools that you can use to protect your network and your wireless users against these attacks.",False
"Each oscillator has two 1v/Octave inputs dedicated to it that are summed together, under the row of 4, the 2 on the left are for the Sine oscillator and 2 on the right are for the variable harmonic.",False
"The new university of Debrecen, built in the same forest, is rivalling with its up-to-date equipment the most modern scats of learning in Europe.",False
"It is more important to think about a 5th Dimension than what the anti particle is because most theories predict anti gravity in the 5th dimension (or higher dimensions depending on whose model is used).",False
"The IRS has been investigating whether trustees were paid excessive compensation and whether they took improper benefits.",False
"On the morning of August 9, 1947, there was a message from Pakistan's first Governor-General, Mohammad Ali Jinnah.",False
"Over the next two years, the ASPCA will focus on completing their in-depth research and preparing to share the wealth of information they have collected on rehabilitating this special population of dogs with other animal welfare professionals.",False
"The topics included in the Internet Safety and Financial Education for children, require computer laboratories, or at least a projector for the lectures.",False
"They are called the Indus-Sarasvati civilization or, sometimes, the Harappan culture.",False
"To measure the Numerical Aperture (NA) of the Given Optical Fibre.",False
"Egypt got back all of the land [taken by Israel in 1967 as part of the 1979 peace treaty], Jordan satisfied itself on its land issues.",False
"The proof that the defendant knowingly possesses contraband will usually depend on inference and circumstantial evidence.",False
"The Linnean 18(4): 22-23. .",False
"The two triangles, for instance, into which a square is divided by a diagonal, do by themselves not necessarily belong to each other.",False
"They wish to preserve traditional African drum and dance heritage and promote cultural understanding by educating audiences of all ages about African countries through language, music and movement for a better appreciation of diversity.",False
"The unanimous decision, which was handed down on February 27, 1922, agreed with the lower courts and upheld the Constitutionality of the 19th Amendment.",False
"Dr Andrew Smith has also suggested that the dingo may assist in maintaining viable populations of medium size endangered native fauna which are most threatened by feral cats and fox predation.",False
"As the Financial Times reported: Lee Kuan Yew, Singapore's first prime minister and a regional elder statesman, said the US risked economic exclusion from Asia unless it reversed its protectionist stance.",False
"Initially, most surveys involve sampling for temperature and relative humidity.",False
"If you've ever used Visio for visualizing existing databases into a diagram then you've likely used the standard Reverse Engineer option.",False
"The Laboratory welcomes and encourages productive working relationships with both government and nongovernment activities and is always willing to explore new and innovative ways of using the skills of others to enhance the Navy's combat readiness.",False
"The vast majority of ADLs are provided by the paraprofessional in most health care settings.",False
"Patwari plans more research on whether different or multiple radio frequencies might detect breathing better than the one 2.4 gigahertz frequency used in the study.",False
"If there was this difference between the Aberdeen and the Forfar dialect, how much greater must be that difference when contrasted with the _ore rotundo_ language of an English southern dignitary.",False
"In the strictest sense, Maine is lines on a map that define its political boundaries, to the West with New Hampshire and to the North and Northeast with Canada.",False
"Synthetic materials like vinyl and composites, on the other hand, expand and contract evenly.",False
"Worse, although hailing from humble origins herself, she ignored the lonely struggle of the many hard-working women of Tunisia's urban and rural disenfranchised neighborhoods, of the activist women fighting against human rights violations, and of the daring female whistleblowers who elected to expose the regime's excesses and who were faced with intimidation and jail, or forced into exile.",False
"This comprehensive series of consumer education games deals players a variety of real-life math and economic situations, answering the question: Why do I need to learn this?",False
"Is your car, truck, or RV having a transmission or transfer case problem?",False
"Given Rinpoche's dedication to caring for animals, there was a natural connection between all involved.",False
"Because medical licensing falls under the purview of individual states, the task of securing individual state licenses for multi-state practices can be time consuming and expensive.",False
"Teens and young adults can relieve stress by playing video games.",False
